Word	Declined	0	1
ludus:Nom.Pl	lūdī	ī	ī
ludus:Acc.Sg	lūdum	um	um
ludus:Dat.Pl	lūdīs	īs	īs
lumen:Nom.Sg	lūmen	NULL	NULL
lumen:Abl.Pl	lūminibus	ibus	ibus
lumen:Dat.Sg	lūminī	ī	ī
lumen:Acc.Pl	lūmina	a	a
lumen:Gen.Sg	lūminis	is	is
lumen:Gen.Pl	lūminum	um	um
lumen:Abl.Sg	lūmine	e	e
lumen:Nom.Pl	lūmina	a	a
lumen:Acc.Sg	lūmen	NULL	NULL
lumen:Dat.Pl	lūminibus	ibus	ibus
luna:Nom.Sg	lūna	a	a
luna:Abl.Pl	lūnīs	īs	īs
luna:Dat.Sg	lūnae	ae	ae
luna:Acc.Pl	lūnās	ās	ās
luna:Gen.Sg	lūnae	ae	ae
luna:Gen.Pl	lūnārum	ārum	ā
luna:Abl.Sg	lūnā	ā	ā
luna:Nom.Pl	lūnae	ae	a
luna:Acc.Sg	lūnam	am	am
luna:Dat.Pl	lūnīs	īs	īs
lux:Nom.Sg	lūx	NULL	NULL
lux:Abl.Pl	lūcibus	ibus	ibus
lux:Dat.Sg	lūcī	ī	ī
lux:Acc.Pl	lūcēs	ēs	ēs
lux:Gen.Sg	lūcis	is	is
lux:Gen.Pl	lūcum	um	um
lux:Abl.Sg	lūce	e	e
lux:Nom.Pl	lūcēs	ēs	ēs
lux:Acc.Sg	lūcem	em	em
lux:Dat.Pl	lūcibus	ibus	ibus
luxuria:Nom.Sg	luxuria	a	a
luxuria:Abl.Pl	luxuriīs	īs	īs
luxuria:Dat.Sg	luxuriae	ae	ae
luxuria:Acc.Pl	luxuriās	ās	ās
luxuria:Gen.Sg	luxuriae	ae	a
luxuria:Gen.Pl	luxuriārum	ārum	ā
luxuria:Abl.Sg	luxuriā	ā	ā
luxuria:Nom.Pl	luxuriae	ae	a
luxuria:Acc.Sg	luxuriam	am	am
luxuria:Dat.Pl	luxuriīs	īs	īs
magister:Nom.Sg	magister	NULL	ēs
magister:Abl.Pl	magistrīs	īs	ium
magister:Dat.Sg	magistrō	ō	e
magister:Acc.Pl	magistrōs	ōs	ium
magister:Gen.Sg	magistrī	ī	ū
magister:Gen.Pl	magistrōrum	ōrum	ēs
magister:Abl.Sg	magistrō	ō	ō
magister:Nom.Pl	magistrī	ī	ēs
magister:Acc.Sg	magistrum	um	um
magister:Dat.Pl	magistrīs	īs	a
malum:Nom.Sg	malum	um	um
malum:Abl.Pl	malīs	īs	īs
malum:Dat.Sg	malō	ō	ō
malum:Acc.Pl	mala	a	a
malum:Gen.Sg	malī	ī	ī
malum:Gen.Pl	malōrum	ōrum	ēs
malum:Abl.Sg	malō	ō	ō
malum:Nom.Pl	mala	a	a
malum:Acc.Sg	malum	um	um
malum:Dat.Pl	malīs	īs	īs
manus:Nom.Sg	manus	us	us
manus:Abl.Pl	manibus	ibus	ibus
manus:Dat.Sg	manuī	uī	um
manus:Acc.Pl	manūs	ūs	us
manus:Gen.Sg	manūs	ūs	ūs
manus:Gen.Pl	manuum	uum	ēs
manus:Abl.Sg	manū	ū	ū
manus:Nom.Pl	manūs	ūs	us
manus:Acc.Sg	manum	um	um
manus:Dat.Pl	manibus	ibus	ibus
mare:Nom.Sg	mare	e	e
mare:Abl.Pl	maribus	ibus	ibus
mare:Dat.Sg	marī	ī	ī
mare:Acc.Pl	maria	ia	ium
mare:Gen.Sg	maris	is	is
mare:Gen.Pl	marium	ium	ium
mare:Abl.Sg	marī	ī	ū
mare:Nom.Pl	maria	ia	a
mare:Acc.Sg	mare	e	e
mare:Dat.Pl	maribus	ibus	ibus
maritus:Nom.Sg	marītus	us	us
maritus:Abl.Pl	marītīs	īs	īs
maritus:Dat.Sg	marītō	ō	e
maritus:Acc.Pl	marītōs	ōs	ōs
maritus:Gen.Sg	marītī	ī	ī
maritus:Gen.Pl	marītōrum	ōrum	ēs
maritus:Abl.Sg	marītō	ō	ō
maritus:Nom.Pl	marītī	ī	ī
maritus:Acc.Sg	marītum	um	um
maritus:Dat.Pl	marītīs	īs	īs
mater:Nom.Sg	māter	NULL	em
mater:Abl.Pl	mātribus	ibus	ibus
mater:Dat.Sg	mātrī	ī	ī
mater:Acc.Pl	mātrēs	ēs	ēs
mater:Gen.Sg	mātris	is	is
mater:Gen.Pl	mātrum	um	um
mater:Abl.Sg	mātre	e	e
mater:Nom.Pl	mātrēs	ēs	ēs
mater:Acc.Sg	mātrem	em	em
mater:Dat.Pl	mātribus	ibus	ibus
medium:Nom.Sg	medium	um	um
medium:Abl.Pl	mediīs	īs	īs
medium:Dat.Sg	mediō	ō	ō
medium:Acc.Pl	media	a	a
medium:Gen.Sg	mediī	ī	ī
medium:Gen.Pl	mediōrum	ōrum	ēs
medium:Abl.Sg	mediō	ō	ō
medium:Nom.Pl	media	a	a
medium:Acc.Sg	medium	um	um
medium:Dat.Pl	mediīs	īs	īs
membrum:Nom.Sg	membrum	um	um
membrum:Abl.Pl	membrīs	īs	īs
membrum:Dat.Sg	membrō	ō	ō
membrum:Acc.Pl	membra	a	a
membrum:Gen.Sg	membrī	ī	ī
membrum:Gen.Pl	membrōrum	ōrum	ōrum
membrum:Abl.Sg	membrō	ō	ō
membrum:Nom.Pl	membra	a	a
membrum:Acc.Sg	membrum	um	um
membrum:Dat.Pl	membrīs	īs	īs
mens:Nom.Sg	mēns	NULL	NULL
mens:Abl.Pl	mentibus	ibus	ibus
mens:Dat.Sg	mentī	ī	ī
mens:Acc.Pl	mentēs	ēs	ēs
mens:Gen.Sg	mentis	is	is
mens:Gen.Pl	mentium	ium	ium
mens:Abl.Sg	mente	e	e
mens:Nom.Pl	mentēs	ēs	ēs
mens:Acc.Sg	mentem	em	em
mens:Dat.Pl	mentibus	ibus	ibus
mensa:Nom.Sg	mēnsa	a	a
mensa:Abl.Pl	mēnsīs	īs	īs
mensa:Dat.Sg	mēnsae	ae	ae
mensa:Acc.Pl	mēnsās	ās	ās
mensa:Gen.Sg	mēnsae	ae	ae
mensa:Gen.Pl	mēnsārum	ārum	ā
mensa:Abl.Sg	mēnsā	ā	ā
mensa:Nom.Pl	mēnsae	ae	a
mensa:Acc.Sg	mēnsam	am	am
mensa:Dat.Pl	mēnsīs	īs	īs
mensis:Nom.Sg	mēnsis	is	īs
mensis:Abl.Pl	mēnsibus	ibus	ibus
mensis:Dat.Sg	mēnsī	ī	ī
mensis:Acc.Pl	mēnsēs	ēs	ēs
mensis:Gen.Sg	mēnsis	is	is
mensis:Gen.Pl	mēnsium	ium	ium
mensis:Abl.Sg	mēnse	e	e
mensis:Nom.Pl	mēnsēs	ēs	ēs
mensis:Acc.Sg	mēnsem	em	em
mensis:Dat.Pl	mēnsibus	ibus	ibus
merces:Nom.Sg	mercēs	NULL	NULL
merces:Abl.Pl	mercēdibus	ibus	ibus
merces:Dat.Sg	mercēdī	ī	ī
merces:Acc.Pl	mercēdēs	ēs	ēs
merces:Gen.Sg	mercēdis	is	is
merces:Gen.Pl	mercēdum	um	um
merces:Abl.Sg	mercēde	e	e
merces:Nom.Pl	mercēdēs	ēs	ēs
merces:Acc.Sg	mercēdem	em	em
merces:Dat.Pl	mercēdibus	ibus	ibus
meritum:Nom.Sg	meritum	um	um
meritum:Abl.Pl	meritīs	īs	īs
meritum:Dat.Sg	meritō	ō	ō
meritum:Acc.Pl	merita	a	a
meritum:Gen.Sg	meritī	ī	ī
meritum:Gen.Pl	meritōrum	ōrum	ēs
meritum:Abl.Sg	meritō	ō	ō
meritum:Nom.Pl	merita	a	a
meritum:Acc.Sg	meritum	um	um
meritum:Dat.Pl	meritīs	īs	īs
merum:Nom.Sg	merum	um	um
merum:Abl.Pl	merīs	īs	īs
merum:Dat.Sg	merō	ō	ō
merum:Acc.Pl	mera	a	a
merum:Gen.Sg	merī	ī	ī
merum:Gen.Pl	merōrum	ōrum	ēs
merum:Abl.Sg	merō	ō	ō
merum:Nom.Pl	mera	a	a
merum:Acc.Sg	merum	um	um
merum:Dat.Pl	merīs	īs	īs
metus:Nom.Sg	metus	us	us
metus:Abl.Pl	metibus	ibus	ibus
metus:Dat.Sg	metuī	uī	um
metus:Acc.Pl	metūs	ūs	us
metus:Gen.Sg	metūs	ūs	ūs
metus:Gen.Pl	metuum	uum	ēs
metus:Abl.Sg	metū	ū	ū
metus:Nom.Pl	metūs	ūs	us
metus:Acc.Sg	metum	um	um
metus:Dat.Pl	metibus	ibus	ibus
miles:Nom.Sg	mīles	NULL	NULL
miles:Abl.Pl	mīlitibus	ibus	ibus
miles:Dat.Sg	mīlitī	ī	ī
miles:Acc.Pl	mīlitēs	ēs	ēs
miles:Gen.Sg	mīlitis	is	is
miles:Gen.Pl	mīlitum	um	um
miles:Abl.Sg	mīlite	e	e
miles:Nom.Pl	mīlitēs	ēs	ēs
miles:Acc.Sg	mīlitem	em	em
miles:Dat.Pl	mīlitibus	ibus	ibus
militia:Nom.Sg	mīlitia	a	a
militia:Abl.Pl	mīlitiīs	īs	īs
militia:Dat.Sg	mīlitiae	ae	a
militia:Acc.Pl	mīlitiās	ās	ās
militia:Gen.Sg	mīlitiae	ae	a
militia:Gen.Pl	mīlitiārum	ārum	ās
militia:Abl.Sg	mīlitiā	ā	ās
militia:Nom.Pl	mīlitiae	ae	a
militia:Acc.Sg	mīlitiam	am	ās
militia:Dat.Pl	mīlitiīs	īs	īs
minae:Nom.Sg	N/AN/A	N/A	N/A
minae:Abl.Pl	minīs	īs	īs
minae:Dat.Sg	N/AN/A	N/A	a
minae:Acc.Pl	minās	ās	ās
minae:Gen.Sg	N/AN/A	N/A	N/A
minae:Gen.Pl	minārum	ārum	ā
minae:Abl.Sg	N/AN/A	N/A	N/A
minae:Nom.Pl	minae	ae	a
minae:Acc.Sg	N/AN/A	N/A	N/A
minae:Dat.Pl	minīs	īs	īs
minister:Nom.Sg	minister	NULL	ēs
minister:Abl.Pl	ministrīs	īs	a
minister:Dat.Sg	ministrō	ō	e
minister:Acc.Pl	ministrōs	ōs	ium
minister:Gen.Sg	ministrī	ī	ū
minister:Gen.Pl	ministrōrum	ōrum	ēs
minister:Abl.Sg	ministrō	ō	ō
minister:Nom.Pl	ministrī	ī	ēs
minister:Acc.Sg	ministrum	um	um
minister:Dat.Pl	ministrīs	īs	a
modus:Nom.Sg	modus	us	us
modus:Abl.Pl	modīs	īs	īs
modus:Dat.Sg	modō	ō	ō
modus:Acc.Pl	modōs	ōs	ōs
modus:Gen.Sg	modī	ī	ī
modus:Gen.Pl	modōrum	ōrum	ēs
modus:Abl.Sg	modō	ō	ō
modus:Nom.Pl	modī	ī	ī
modus:Acc.Sg	modum	um	um
modus:Dat.Pl	modīs	īs	īs
moenia:Nom.Sg	N/AN/A	N/A	N/A
moenia:Abl.Pl	moenibus	ibus	ibus
moenia:Dat.Sg	N/AN/A	N/A	ī
moenia:Acc.Pl	moenia	ia	ium
moenia:Gen.Sg	N/AN/A	N/A	N/A
moenia:Gen.Pl	moenium	ium	us
moenia:Abl.Sg	N/AN/A	N/A	N/A
moenia:Nom.Pl	moenia	ia	a
moenia:Acc.Sg	N/AN/A	N/A	N/A
moenia:Dat.Pl	moenibus	ibus	ibus
moles:Nom.Sg	mōlēs	ēs	ēs
moles:Abl.Pl	mōlibus	ibus	ibus
moles:Dat.Sg	mōlī	ī	ī
moles:Acc.Pl	mōlēs	ēs	ēs
moles:Gen.Sg	mōlis	is	is
moles:Gen.Pl	mōlium	ium	ium
moles:Abl.Sg	mōle	e	e
moles:Nom.Pl	mōlēs	ēs	ēs
moles:Acc.Sg	mōlem	em	em
moles:Dat.Pl	mōlibus	ibus	ibus
mons:Nom.Sg	mōns	NULL	NULL
mons:Abl.Pl	montibus	ibus	ibus
mons:Dat.Sg	montī	ī	ī
mons:Acc.Pl	montēs	ēs	ēs
mons:Gen.Sg	montis	is	is
mons:Gen.Pl	montium	ium	ium
mons:Abl.Sg	monte	e	e
mons:Nom.Pl	montēs	ēs	ēs
mons:Acc.Sg	montem	em	em
mons:Dat.Pl	montibus	ibus	ibus
monstrum:Nom.Sg	mōnstrum	um	um
monstrum:Abl.Pl	mōnstrīs	īs	ium
monstrum:Dat.Sg	mōnstrō	ō	ō
monstrum:Acc.Pl	mōnstra	a	am
monstrum:Gen.Sg	mōnstrī	ī	ū
monstrum:Gen.Pl	mōnstrōrum	ōrum	ōrum
monstrum:Abl.Sg	mōnstrō	ō	ō
monstrum:Nom.Pl	mōnstra	a	ēs
monstrum:Acc.Sg	mōnstrum	um	um
monstrum:Dat.Pl	mōnstrīs	īs	a
monumentum:Nom.Sg	monumentum	um	ēs
monumentum:Abl.Pl	monumentīs	īs	īs
monumentum:Dat.Sg	monumentō	ō	e
monumentum:Acc.Pl	monumenta	a	a
monumentum:Gen.Sg	monumentī	ī	ī
monumentum:Gen.Pl	monumentōrum	ōrum	ēs
monumentum:Abl.Sg	monumentō	ō	em
monumentum:Nom.Pl	monumenta	a	a
monumentum:Acc.Sg	monumentum	um	ēs
monumentum:Dat.Pl	monumentīs	īs	īs
mora:Nom.Sg	mora	a	a
mora:Abl.Pl	morīs	īs	īs
mora:Dat.Sg	morae	ae	ae
mora:Acc.Pl	morās	ās	ās
mora:Gen.Sg	morae	ae	ae
mora:Gen.Pl	morārum	ārum	ās
mora:Abl.Sg	morā	ā	ās
mora:Nom.Pl	morae	ae	a
mora:Acc.Sg	moram	am	am
mora:Dat.Pl	morīs	īs	īs
morbus:Nom.Sg	morbus	us	us
morbus:Abl.Pl	morbīs	īs	īs
morbus:Dat.Sg	morbō	ō	ō
morbus:Acc.Pl	morbōs	ōs	ōs
morbus:Gen.Sg	morbī	ī	ī
morbus:Gen.Pl	morbōrum	ōrum	ēs
morbus:Abl.Sg	morbō	ō	ō
morbus:Nom.Pl	morbī	ī	ī
morbus:Acc.Sg	morbum	um	um
morbus:Dat.Pl	morbīs	īs	īs
mors:Nom.Sg	mors	NULL	NULL
mors:Abl.Pl	mortibus	ibus	ibus
mors:Dat.Sg	mortī	ī	ī
mors:Acc.Pl	mortēs	ēs	ēs
mors:Gen.Sg	mortis	is	is
mors:Gen.Pl	mortium	ium	ium
mors:Abl.Sg	morte	e	e
mors:Nom.Pl	mortēs	ēs	ēs
mors:Acc.Sg	mortem	em	em
mors:Dat.Pl	mortibus	ibus	ibus
mos:Nom.Sg	mōs	NULL	NULL
mos:Abl.Pl	mōribus	ibus	ibus
mos:Dat.Sg	mōrī	ī	ī
mos:Acc.Pl	mōrēs	ēs	ēs
mos:Gen.Sg	mōris	is	is
mos:Gen.Pl	mōrum	um	um
mos:Abl.Sg	mōre	e	e
mos:Nom.Pl	mōrēs	ēs	ēs
mos:Acc.Sg	mōrem	em	em
mos:Dat.Pl	mōribus	ibus	ibus
motus:Nom.Sg	mōtus	us	us
motus:Abl.Pl	mōtibus	ibus	ibus
motus:Dat.Sg	mōtuī	uī	um
motus:Acc.Pl	mōtūs	ūs	us
motus:Gen.Sg	mōtūs	ūs	ūs
motus:Gen.Pl	mōtuum	uum	ēs
motus:Abl.Sg	mōtū	ū	ū
motus:Nom.Pl	mōtūs	ūs	us
motus:Acc.Sg	mōtum	um	um
motus:Dat.Pl	mōtibus	ibus	ibus
mulier:Nom.Sg	mulier	NULL	NULL
mulier:Abl.Pl	mulieribus	ibus	ibus
mulier:Dat.Sg	mulierī	ī	ī
mulier:Acc.Pl	mulierēs	ēs	ēs
mulier:Gen.Sg	mulieris	is	īs
mulier:Gen.Pl	mulierum	um	um
mulier:Abl.Sg	muliere	e	e
mulier:Nom.Pl	mulierēs	ēs	ēs
mulier:Acc.Sg	mulierem	em	ēs
mulier:Dat.Pl	mulieribus	ibus	ibus
mundus:Nom.Sg	mundus	us	us
mundus:Abl.Pl	mundīs	īs	īs
mundus:Dat.Sg	mundō	ō	ō
mundus:Acc.Pl	mundōs	ōs	ōs
mundus:Gen.Sg	mundī	ī	ī
mundus:Gen.Pl	mundōrum	ōrum	ēs
mundus:Abl.Sg	mundō	ō	ō
mundus:Nom.Pl	mundī	ī	ī
mundus:Acc.Sg	mundum	um	um
mundus:Dat.Pl	mundīs	īs	īs
munus:Nom.Sg	mūnus	NULL	NULL
munus:Abl.Pl	mūneribus	ibus	ibus
munus:Dat.Sg	mūnerī	ī	ī
munus:Acc.Pl	mūnera	a	a
munus:Gen.Sg	mūneris	is	is
munus:Gen.Pl	mūnerum	um	um
munus:Abl.Sg	mūnere	e	e
munus:Nom.Pl	mūnera	a	a
munus:Acc.Sg	mūnus	NULL	NULL
munus:Dat.Pl	mūneribus	ibus	ibus
murus:Nom.Sg	mūrus	us	us
murus:Abl.Pl	mūrīs	īs	īs
murus:Dat.Sg	mūrō	ō	ō
murus:Acc.Pl	mūrōs	ōs	ōs
murus:Gen.Sg	mūrī	ī	ī
murus:Gen.Pl	mūrōrum	ōrum	ōrum
murus:Abl.Sg	mūrō	ō	ō
murus:Nom.Pl	mūrī	ī	ī
murus:Acc.Sg	mūrum	um	um
murus:Dat.Pl	mūrīs	īs	īs
natura:Nom.Sg	nātūra	a	a
natura:Abl.Pl	nātūrīs	īs	īs
natura:Dat.Sg	nātūrae	ae	a
natura:Acc.Pl	nātūrās	ās	ās
natura:Gen.Sg	nātūrae	ae	a
natura:Gen.Pl	nātūrārum	ārum	ās
natura:Abl.Sg	nātūrā	ā	ā
natura:Nom.Pl	nātūrae	ae	a
natura:Acc.Sg	nātūram	am	am
natura:Dat.Pl	nātūrīs	īs	īs
nauta:Nom.Sg	nauta	a	a
nauta:Abl.Pl	nautīs	īs	īs
nauta:Dat.Sg	nautae	ae	ae
nauta:Acc.Pl	nautās	ās	ās
nauta:Gen.Sg	nautae	ae	ae
nauta:Gen.Pl	nautārum	ārum	ā
nauta:Abl.Sg	nautā	ā	ā
nauta:Nom.Pl	nautae	ae	a
nauta:Acc.Sg	nautam	am	ās
nauta:Dat.Pl	nautīs	īs	īs
navis:Nom.Sg	nāvis	is	īs
navis:Abl.Pl	nāvibus	ibus	ibus
navis:Dat.Sg	nāvī	ī	ī
navis:Acc.Pl	nāvēs	ēs	ēs
navis:Gen.Sg	nāvis	is	is
navis:Gen.Pl	nāvium	ium	a
navis:Abl.Sg	nāve	e	e
navis:Nom.Pl	nāvēs	ēs	ēs
navis:Acc.Sg	nāvem	em	em
navis:Dat.Pl	nāvibus	ibus	ibus
nemus:Nom.Sg	nemus	NULL	NULL
nemus:Abl.Pl	nemoribus	ibus	ibus
nemus:Dat.Sg	nemorī	ī	ī
nemus:Acc.Pl	nemora	a	a
nemus:Gen.Sg	nemoris	is	is
nemus:Gen.Pl	nemorum	um	um
nemus:Abl.Sg	nemore	e	e
nemus:Nom.Pl	nemora	a	a
nemus:Acc.Sg	nemus	NULL	NULL
nemus:Dat.Pl	nemoribus	ibus	ibus
nepos:Nom.Sg	nepōs	NULL	NULL
nepos:Abl.Pl	nepōtibus	ibus	ibus
nepos:Dat.Sg	nepōtī	ī	ī
nepos:Acc.Pl	nepōtēs	ēs	ēs
nepos:Gen.Sg	nepōtis	is	is
nepos:Gen.Pl	nepōtum	um	um
nepos:Abl.Sg	nepōte	e	e
nepos:Nom.Pl	nepōtēs	ēs	ēs
nepos:Acc.Sg	nepōtem	em	em
nepos:Dat.Pl	nepōtibus	ibus	ibus
nequitia:Nom.Sg	nēquitia	a	a
nequitia:Abl.Pl	nēquitiīs	īs	īs
nequitia:Dat.Sg	nēquitiae	ae	es
nequitia:Acc.Pl	nēquitiās	ās	ās
nequitia:Gen.Sg	nēquitiae	ae	a
nequitia:Gen.Pl	nēquitiārum	ārum	ās
nequitia:Abl.Sg	nēquitiā	ā	ās
nequitia:Nom.Pl	nēquitiae	ae	N/A
nequitia:Acc.Sg	nēquitiam	am	am
nequitia:Dat.Pl	nēquitiīs	īs	īs
nex:Nom.Sg	nex	NULL	NULL
nex:Abl.Pl	necibus	ibus	ibus
nex:Dat.Sg	necī	ī	ī
nex:Acc.Pl	necēs	ēs	ēs
nex:Gen.Sg	necis	is	is
nex:Gen.Pl	necum	um	um
nex:Abl.Sg	nece	e	e
nex:Nom.Pl	necēs	ēs	ēs
nex:Acc.Sg	necem	em	em
nex:Dat.Pl	necibus	ibus	ibus
nix:Nom.Sg	nix	NULL	NULL
nix:Abl.Pl	nivibus	ibus	ibus
nix:Dat.Sg	nivī	ī	ī
nix:Acc.Pl	nivēs	ēs	ēs
nix:Gen.Sg	nivis	is	is
nix:Gen.Pl	nivium	ium	a
nix:Abl.Sg	nive	e	e
nix:Nom.Pl	nivēs	ēs	ēs
nix:Acc.Sg	nivem	em	em
nix:Dat.Pl	nivibus	ibus	ibus
nomen:Nom.Sg	nōmen	NULL	NULL
nomen:Abl.Pl	nōminibus	ibus	ibus
nomen:Dat.Sg	nōminī	ī	ī
nomen:Acc.Pl	nōmina	a	a
nomen:Gen.Sg	nōminis	is	is
nomen:Gen.Pl	nōminum	um	um
nomen:Abl.Sg	nōmine	e	e
nomen:Nom.Pl	nōmina	a	a
nomen:Acc.Sg	nōmen	NULL	NULL
nomen:Dat.Pl	nōminibus	ibus	ibus
nota:Nom.Sg	nota	a	a
nota:Abl.Pl	notīs	īs	īs
nota:Dat.Sg	notae	ae	ae
nota:Acc.Pl	notās	ās	ās
nota:Gen.Sg	notae	ae	ae
nota:Gen.Pl	notārum	ārum	ā
nota:Abl.Sg	notā	ā	ā
nota:Nom.Pl	notae	ae	a
nota:Acc.Sg	notam	am	am
nota:Dat.Pl	notīs	īs	īs
nox:Nom.Sg	nox	NULL	NULL
nox:Abl.Pl	noctibus	ibus	ibus
nox:Dat.Sg	noctī	ī	ī
nox:Acc.Pl	noctēs	ēs	ēs
nox:Gen.Sg	noctis	is	is
nox:Gen.Pl	noctium	ium	us
nox:Abl.Sg	nocte	e	e
nox:Nom.Pl	noctēs	ēs	ēs
nox:Acc.Sg	noctem	em	em
nox:Dat.Pl	noctibus	ibus	ibus
nubes:Nom.Sg	nūbēs	ēs	ēs
nubes:Abl.Pl	nūbibus	ibus	ibus
nubes:Dat.Sg	nūbī	ī	ī
nubes:Acc.Pl	nūbēs	ēs	ēs
nubes:Gen.Sg	nūbis	is	is
nubes:Gen.Pl	nūbium	ium	ēbus
nubes:Abl.Sg	nūbe	e	e
nubes:Nom.Pl	nūbēs	ēs	ēs
nubes:Acc.Sg	nūbem	em	em
nubes:Dat.Pl	nūbibus	ibus	ibus
numen:Nom.Sg	nūmen	NULL	NULL
numen:Abl.Pl	nūminibus	ibus	ibus
numen:Dat.Sg	nūminī	ī	ī
numen:Acc.Pl	nūmina	a	a
numen:Gen.Sg	nūminis	is	is
numen:Gen.Pl	nūminum	um	um
numen:Abl.Sg	nūmine	e	e
numen:Nom.Pl	nūmina	a	a
numen:Acc.Sg	nūmen	NULL	NULL
numen:Dat.Pl	nūminibus	ibus	ibus
numerus:Nom.Sg	numerus	us	us
numerus:Abl.Pl	numerīs	īs	īs
numerus:Dat.Sg	numerō	ō	ō
numerus:Acc.Pl	numerōs	ōs	ūs
numerus:Gen.Sg	numerī	ī	ī
numerus:Gen.Pl	numerōrum	ōrum	ēs
numerus:Abl.Sg	numerō	ō	ō
numerus:Nom.Pl	numerī	ī	ī
numerus:Acc.Sg	numerum	um	um
numerus:Dat.Pl	numerīs	īs	īs
nuntius:Nom.Sg	nūntius	us	us
nuntius:Abl.Pl	nūntiīs	īs	īs
nuntius:Dat.Sg	nūntiō	ō	ō
nuntius:Acc.Pl	nūntiōs	ōs	ibus
nuntius:Gen.Sg	nūntiī	ī	ī
nuntius:Gen.Pl	nūntiōrum	ōrum	ēs
nuntius:Abl.Sg	nūntiō	ō	ō
nuntius:Nom.Pl	nūntiī	ī	ī
nuntius:Acc.Sg	nūntium	um	um
nuntius:Dat.Pl	nūntiīs	īs	īs
oculus:Nom.Sg	oculus	us	us
oculus:Abl.Pl	oculīs	īs	īs
oculus:Dat.Sg	oculō	ō	ō
oculus:Acc.Pl	oculōs	ōs	ūs
oculus:Gen.Sg	oculī	ī	ī
oculus:Gen.Pl	oculōrum	ōrum	ēs
oculus:Abl.Sg	oculō	ō	ō
oculus:Nom.Pl	oculī	ī	ī
oculus:Acc.Sg	oculum	um	um
oculus:Dat.Pl	oculīs	īs	īs
odium:Nom.Sg	odium	um	um
odium:Abl.Pl	odiīs	īs	īs
odium:Dat.Sg	odiō	ō	ō
odium:Acc.Pl	odia	a	a
odium:Gen.Sg	odiī	ī	ī
odium:Gen.Pl	odiōrum	ōrum	ēs
odium:Abl.Sg	odiō	ō	em
odium:Nom.Pl	odia	a	a
odium:Acc.Sg	odium	um	um
odium:Dat.Pl	odiīs	īs	īs
odor:Nom.Sg	odor	NULL	NULL
odor:Abl.Pl	odōribus	ibus	ibus
odor:Dat.Sg	odōrī	ī	ī
odor:Acc.Pl	odōrēs	ēs	ēs
odor:Gen.Sg	odōris	is	is
odor:Gen.Pl	odōrum	um	um
odor:Abl.Sg	odōre	e	e
odor:Nom.Pl	odōrēs	ēs	ēs
odor:Acc.Sg	odōrem	em	em
odor:Dat.Pl	odōribus	ibus	ibus
officium:Nom.Sg	officium	um	um
officium:Abl.Pl	officiīs	īs	īs
officium:Dat.Sg	officiō	ō	e
officium:Acc.Pl	officia	a	a
officium:Gen.Sg	officiī	ī	ī
officium:Gen.Pl	officiōrum	ōrum	ium
officium:Abl.Sg	officiō	ō	e
officium:Nom.Pl	officia	a	a
officium:Acc.Sg	officium	um	um
officium:Dat.Pl	officiīs	īs	īs
omen:Nom.Sg	ōmen	NULL	NULL
omen:Abl.Pl	ōminibus	ibus	ibus
omen:Dat.Sg	ōminī	ī	ī
omen:Acc.Pl	ōmina	a	a
omen:Gen.Sg	ōminis	is	is
omen:Gen.Pl	ōminum	um	um
omen:Abl.Sg	ōmine	e	e
omen:Nom.Pl	ōmina	a	a
omen:Acc.Sg	ōmen	NULL	NULL
omen:Dat.Pl	ōminibus	ibus	ibus
onus:Nom.Sg	onus	NULL	NULL
onus:Abl.Pl	oneribus	ibus	ibus
onus:Dat.Sg	onerī	ī	ī
onus:Acc.Pl	onera	a	a
onus:Gen.Sg	oneris	is	is
onus:Gen.Pl	onerum	um	um
onus:Abl.Sg	onere	e	e
onus:Nom.Pl	onera	a	a
onus:Acc.Sg	onus	NULL	NULL
onus:Dat.Pl	oneribus	ibus	ibus
oppidum:Nom.Sg	oppidum	um	um
oppidum:Abl.Pl	oppidīs	īs	īs
oppidum:Dat.Sg	oppidō	ō	ō
oppidum:Acc.Pl	oppida	a	a
oppidum:Gen.Sg	oppidī	ī	ī
oppidum:Gen.Pl	oppidōrum	ōrum	ēs
oppidum:Abl.Sg	oppidō	ō	em
oppidum:Nom.Pl	oppida	a	a
oppidum:Acc.Sg	oppidum	um	um
oppidum:Dat.Pl	oppidīs	īs	īs
ops:Nom.Sg	ops	NULL	NULL
ops:Abl.Pl	opibus	ibus	ibus
ops:Dat.Sg	opī	ī	ī
ops:Acc.Pl	opēs	ēs	ēs
ops:Gen.Sg	opis	is	is
ops:Gen.Pl	opum	um	ēs
ops:Abl.Sg	ope	e	e
ops:Nom.Pl	opēs	ēs	ēs
ops:Acc.Sg	opem	em	em
ops:Dat.Pl	opibus	ibus	ibus
opus:Nom.Sg	opus	NULL	NULL
opus:Abl.Pl	operibus	ibus	ibus
opus:Dat.Sg	operī	ī	ī
opus:Acc.Pl	opera	a	a
opus:Gen.Sg	operis	is	is
opus:Gen.Pl	operum	um	um
opus:Abl.Sg	opere	e	e
opus:Nom.Pl	opera	a	a
opus:Acc.Sg	opus	NULL	NULL
opus:Dat.Pl	operibus	ibus	ibus
ora:Nom.Sg	ōra	a	a
ora:Abl.Pl	ōrīs	īs	īs
ora:Dat.Sg	ōrae	ae	ae
ora:Acc.Pl	ōrās	ās	ās
