Form	Root	Suffix	Case	Gender	Declension
abellana	abellan	a	nomsg	f	1
abellanae	abellan	a	nompl	f	1
abellanae	abellan	a	gensg	f	1
abellanārum	abellan	a	genpl	f	1
abellanam	abellan	a	accsg	f	1
abellanās	abellan	a	accpl	f	1
absinthium	absinth	ium	nomsg	n	2
absinthia	absinth	ia	nompl	n	2
absinthiī	absinth	iī	gensg	n	2
absinthiōrum	absinth	iōrum	genpl	n	2
absinthium	absinth	ium	accsg	n	2
absinthia	absinth	ia	accpl	n	2
abyssus	abyss	us	nomsg	f	2
abyssī	abyss	ī	nompl	f	2
abyssī	abyss	ī	gensg	f	2
abyssōrum	abyss	ōrum	genpl	f	2
abyssum	abyss	um	accsg	f	2
abyssōs	abyss	ōs	accpl	f	2
acētum	acēt	um	nomsg	n	2
acēta	acēt	a	nompl	n	2
acētī	acēt	ī	gensg	n	2
acētōrum	acēt	ōrum	genpl	n	2
acētum	acēt	um	accsg	n	2
acēta	acēt	a	accpl	n	2
acus	ac	us	nomsg	f	4
acūs	ac	ūs	nompl	f	4
acūs	ac	ūs	gensg	f	4
acuum	ac	uum	genpl	f	4
acum	ac	um	accsg	f	4
acūs	ac	ūs	accpl	f	4
ador	ador	NULL	nomsg	n	3
adora	ador	a	nompl	n	3
adoris	ador	is	gensg	n	3
adorum	ador	um	genpl	n	3
ador	ador	NULL	accsg	n	3
adora	ador	a	accpl	n	3
adultera	adulter	a	nomsg	fh	2
adulterai	adulter	ai	nompl	fh	2
adulterai	adulter	ai	gensg	fh	2
adulterārum	adulter	ārum	genpl	fh	2
adulteram	adulter	am	accsg	fh	2
adulterās	adulter	ās	accpl	fh	2
adulter	adulter	NULL	nomsg	mh	2
adulterī	adulter	ī	nompl	mh	2
adulterī	adulter	ī	gensg	mh	2
adulterōrum	adulter	ōrum	genpl	mh	2
adulterum	adulter	um	accsg	mh	2
adulterōs	adulter	ōs	accpl	mh	2
adustiō	adustiō	NULL	nomsg	f	3
adustiōnēs	adustiōn	ēs	nompl	f	3
adustiōnis	adustiōn	is	gensg	f	3
adustiōnum	adustiōn	um	genpl	f	3
adustiōnem	adustiōn	em	accsg	f	3
adustiōnēs	adustiōn	ēs	accpl	f	3
advena	adven	a	nomsg	f	1
advenae	adven	ae	nompl	f	1
advenae	adven	ae	gensg	f	1
advenārum	adven	ārum	genpl	f	1
advenam	adven	am	accsg	f	1
advenās	adven	ās	accpl	f	1
āēr	āēr	NULL	nomsg	m	3
āerēs	āer	ēs	nompl	m	3
āeris	āer	is	gensg	m	3
āerum	āer	um	genpl	m	3
āera	āer	a	accsg	m	3
āerēs	āer	ēs	accpl	m	3
aestās	aestās	NULL	nomsg	f	3
aestātēs	aestāt	ēs	nompl	f	3
aestātis	aestāt	is	gensg	f	3
aestātum	aestāt	um	genpl	f	3
aestātem	aestāt	em	accsg	f	3
aestātēs	aestāt	ēs	accpl	f	3
aestus	aest	us	nomsg	m	4
aestūs	aest	ūs	nompl	m	4
aestūs	aest	ūs	gensg	m	4
aestuum	aest	uum	genpl	m	4
aestum	aest	um	accsg	m	4
aestūs	aest	ūs	accpl	m	4
aetās	aetās	NULL	nomsg	f	3
aetātēs	aetāt	ēs	nompl	f	3
aetātis	aetāt	is	gensg	f	3
aetātum	aetāt	um	genpl	f	3
aetātem	aetāt	em	accsg	f	3
aetātēs	aetāt	ēs	accpl	f	3
ager	ager	NULL	nomsg	m	2
agrī	agr	ī	nompl	m	2
agrī	agr	ī	gensg	m	2
agrōrum	agr	ōrum	genpl	m	2
agrum	agr	um	accsg	m	2
agrōs	agr	ōs	accpl	m	2
agnus	agn	us	nomsg	m	2
agnī	agn	ī	nompl	m	2
agnī	agn	ī	gensg	m	2
agnūs	agn	ūs	genpl	m	2
agnum	agn	um	accsg	m	2
agnōs	agn	ōs	accpl	m	2
agricola	agricol	a	nomsg	mh	1
agricolae	agricol	ae	nompl	mh	1
agricolae	agricol	ae	gensg	mh	1
agricolārum	agricolār	um	genpl	mh	1
agricolam	agricol	am	accsg	mh	1
agricolās	agricol	ās	accpl	mh	1
alnus	aln	us	nomsg	m	2
alnī	aln	ī	nompl	m	2
alnī	aln	ī	gensg	m	2
alnōrum	aln	ōrum	genpl	m	2
alnum	aln	um	accsg	m	2
alnōs	aln	ōs	accpl	m	2
altar	altar	NULL	nomsg	n	3
altaria	altar	ia	nompl	n	3
altaris	altar	is	gensg	n	3
altarium	altar	ium	genpl	n	3
altar	altar	NULL	accsg	n	3
altaria	altar	ia	accpl	n	3
amīcus	amīc	us	nomsg	mh	2
amīcī	amīc	ī	nompl	mh	2
amīcī	amīc	ī	gensg	mh	2
amīcōrum	amīc	ōrum	genpl	mh	2
amīcum	amīc	um	accsg	mh	2
amīcōs	amīc	ōs	accpl	mh	2
amor	am	or	nomsg	m	3
amōrēs	amōr	ēs	nompl	m	3
amōris	amōr	is	gensg	m	3
amōrum	amōr	um	genpl	m	3
amōrem	amōr	em	accsg	m	3
amōrēs	amōr	ēs	accpl	m	3
ancilla	ancill	a	nomsg	fh	1
ancillae	ancill	ae	nompl	fh	1
ancillae	ancill	ae	gensg	fh	1
ancillārum	ancillār	um	genpl	fh	1
ancillam	ancill	am	accsg	fh	1
ancillās	ancill	ās	accpl	fh	1
angelus	angel	us	nomsg	mh	2
angelī	angel	ī	nompl	mh	2
angelī	angel	ī	gensg	mh	2
angelōrum	angel	ōrum	genpl	mh	2
angelum	angel	um	accsg	mh	2
angelōs	angel	ōs	accpl	mh	2
angulus	angul	us	nomsg	m	2
angulī	angul	ī	nompl	m	2
angulī	angul	ī	gensg	m	2
angulōrum	angul	ōrum	genpl	m	2
angulum	angul	um	accsg	m	2
angulōs	angul	ōs	accpl	m	2

anima	anim	a	nomsg	f	1
animae	anim	ae	nompl	f	1
animae	anim	ae	gensg	f	1
animārum	anim	ārum	genpl	f	1
animam	anim	am	accsg	f	1
animās	anim	ās	accpl	f	1
animal	animal	NULL	nomsg	n	3
animālia	animāl	ia	nompl	n	3
animālis	animāl	is	gensg	n	3
animālium	animāl	ium	genpl	n	3
animal	animal	NULL	accsg	n	3
animālia	animāl	ia	accpl	n	3
annus	ann	us	nomsg	m	2
annī	ann	ī	nompl	m	2
annī	ann	ī	gensg	m	2
annōrum	ann	ōrum	genpl	m	2
annum	ann	um	accsg	m	2
annōs	ann	ōs	accpl	m	2
aqua	aqu	a	nomsg	f	1
aquae	aqu	ae	nompl	f	1
aquae	aqu	ae	gensg	f	1
aquārum	aqu	ārum	genpl	f	1
aquam	aqu	am	accsg	f	1
aquās	aqu	ās	accpl	f	1
aquila	aquil	a	nomsg	f	1
aquilae	aquil	ae	nompl	f	1
aquilae	aquil	ae	gensg	f	1
aquilārum	aquil	ārum	genpl	f	1
aquilam	aquil	am	accsg	f	1
aquilās	aquil	ās	accpl	f	1
arbor	arbor	NULL	nomsg	f	3
arborēs	arbor	ēs	nompl	f	3
arboris	arbor	is	gensg	f	3
arborum	arbor	um	genpl	f	3
arborem	arbor	em	accsg	f	3
arborēs	arbor	ēs	accpl	f	3
arca	arc	a	nomsg	f	1
arcae	arc	ae	nompl	f	1
arcae	arc	ae	gensg	f	1
arcārum	arc	ārum	genpl	f	1
arcam	arc	am	accsg	f	1
arcās	arc	ās	accpl	f	1
ārea	āre	a	nomsg	f	1
āreae	āre	ae	nompl	f	1
āreae	āre	ae	gensg	f	1
āreārum	āre	ārum	genpl	f	1
āream	āre	am	accsg	f	1
āreās	āre	ās	accpl	f	1
arēna	arēn	a	nomsg	f	1
arēnae	arēn	ae	nompl	f	1
arēnae	arēn	ae	gensg	f	1
arēnārum	arēn	ārum	genpl	f	1
arēnam	arēn	am	accsg	f	1
arēnās	arēn	ās	accpl	f	1
argentum	argent	um	nomsg	n	2
argenta	argent	a	nompl	n	2
argentī	argent	ī	gensg	n	2
argentōrum	argent	ōrum	genpl	n	2
argentum	argent	um	accsg	n	2
argenta	argent	a	accpl	n	2
ariēs	ariēs	NULL	nomsg	m	3
arietēs	ariet	ēs	nompl	m	3
arietis	ariet	is	gensg	m	3
arietum	ariet	um	genpl	m	3
arietem	ariet	em	accsg	m	3
arietēs	ariet	ēs	accpl	m	3
arma	arm	a	nompl	n	2
armōrum	arm	ōrum	genpl	n	2
arma	arm	a	accpl	n	2
asina	asin	a	nomsg	f	1
asinai	asin	ai	nompl	f	1
asinai	asin	ai	gensg	f	1
asinā	asin	ā	genpl	f	1
asinam	asin	am	accsg	f	1
asinās	asin	ās	accpl	f	1
ātrium	ātr	ium	nomsg	n	2
ātria	ātr	ia	nompl	n	2
ātriī	ātr	iī	gensg	n	2
ātriōrum	ātr	iōrum	genpl	n	2
ātrium	ātr	ium	accsg	n	2
ātria	ātr	ia	accpl	n	2
auricula	auricul	a	nomsg	f	1
auriculae	auricul	ae	nompl	f	1
auriculae	auricul	ae	gensg	f	1
auriculārum	auriculār	um	genpl	f	1
auriculam	auricul	am	accsg	f	1
auriculās	auricul	ās	accpl	f	1
aurum	aur	um	nomsg	n	2
aura	aur	a	nompl	n	2
aurī	aur	ī	gensg	n	2
aurōrum	aur	ōrum	genpl	n	2
aurum	aur	um	accsg	n	2
aura	aur	a	accpl	n	2
baculum	bacul	um	nomsg	n	2
bacula	bacul	a	nompl	n	2
baculī	bacul	ī	gensg	n	2
baculōrum	bacul	ōrum	genpl	n	2
baculum	bacul	um	accsg	n	2
bacula	bacul	a	accpl	n	2
baptismum	baptism	um	nomsg	n	2
baptisma	baptism	a	nompl	n	2
baptismī	baptism	ī	gensg	n	2
baptismōrum	baptism	ōrum	genpl	n	2
baptismum	baptism	um	accsg	n	2
baptisma	baptism	a	accpl	n	2
barba	barb	a	nomsg	f	1
barbae	barb	ae	nompl	f	1
barbae	barb	ae	gensg	f	1
barbārum	barbār	um	genpl	f	1
barbam	barb	am	accsg	f	1
barbās	barb	ās	accpl	f	1
basilica	basilic	a	nomsg	f	1
basilicae	basilic	ae	nompl	f	1
basilicae	basilic	ae	gensg	f	1
basilicārum	basilicār	um	genpl	f	1
basilicam	basilic	am	accsg	f	1
basilicās	basilic	ās	accpl	f	1
basis	bas	is	nomsg	f	3
basēs	bas	ēs	nompl	f	3
basis	bas	is	gensg	f	3
basium	bas	ium	genpl	f	3
basim	bas	im	accsg	f	3
basīs	bas	īs	accpl	f	3
bāsium	bās	ium	nomsg	n	2
bāsia	bāsi	a	nompl	n	2
bāsiī	bās	iī	gensg	n	2
bāsiōrum	bās	iōrum	genpl	n	2
bāsium	bās	ium	accsg	n	2
bāsia	bāsi	a	accpl	n	2
bellum	bell	um	nomsg	n	2
bella	bell	a	nompl	n	2
bellī	bell	ī	gensg	n	2
bellōrum	bell	ōrum	genpl	n	2
bellum	bell	um	accsg	n	2
bella	bell	a	accpl	n	2
bēstia	bēsti	a	nomsg	f	1
bēstiae	bēsti	ae	nompl	f	1
bēstiae	bēsti	ae	gensg	f	1
bēstiārum	bēsti	ārum	genpl	f	1
bēstiam	bēsti	am	accsg	f	1
bēstiās	bēsti	ās	accpl	f	1
bonus	bon	us	nomsg	m	2
bonī	bon	ī	nompl	m	2
bonī	bon	ī	gensg	m	2
bonōrum	bon	ōrum	genpl	m	2
bonum	bon	um	accsg	m	2
bonōs	bon	ōs	accpl	m	2
bōs	bōs	NULL	nomsg	m	3
bovēs	bov	ēs	nompl	m	3
bovis	bov	is	gensg	m	3
boum	boum	NULL	genpl	m	3
bovem	bov	em	accsg	m	3
bovēs	bov	ēs	accpl	m	3
brachium	brach	ium	nomsg	n	2
brachia	brach	ia	nompl	n	2
brachiī	brach	iī	gensg	n	2
brachiōrum	brach	iōrum	genpl	n	2
brachium	brach	ium	accsg	n	2
brachia	brach	ia	accpl	n	2
bucca	bucc	a	nomsg	f	1
buccae	bucc	ae	nompl	f	1
buccae	bucc	ae	gensg	f	1
buccārum	bucc	ārum	genpl	f	1
buccam	bucc	am	accsg	f	1
buccās	bucc	ās	accpl	f	1
cadāver	cadāver	NULL	nomsg	n	3
cadāvera	cadāver	a	nompl	n	3
cadāveris	cadāver	is	gensg	n	3
cadāverum	cadāver	um	genpl	n	3
cadāver	cadāver	NULL	accsg	n	3
cadāvera	cadāver	a	accpl	n	3
caelum	cael	um	nomsg	n	2
caela	cael	a	nompl	n	2
caelī	cael	ī	gensg	n	2
caelōrum	cael	ōrum	genpl	n	2
caelum	cael	um	accsg	n	2
caela	cael	a	accpl	n	2
caepa	caep	a	nomsg	f	1
caepae	caep	ae	nompl	f	1
caepae	caep	ae	gensg	f	1
caepārum	caep	ārum	genpl	f	1
caepam	caep	am	accsg	f	1
caepās	caep	ās	accpl	f	1
cālīgō	cālīg	ō	nomsg	f	3
cālīginēs	cālīgin	ēs	nompl	f	3
cālīginis	cālīgin	is	gensg	f	3
cālīginum	cālīgin	um	genpl	f	3
cālīginem	cālīgin	em	accsg	f	3
cālīginēs	cālīgin	ēs	accpl	f	3
calix	calix	NULL	nomsg	m	3
calicēs	calic	ēs	nompl	m	3
calicis	calic	is	gensg	m	3
calicum	calic	um	genpl	m	3
calicem	calic	em	accsg	m	3
calicēs	calic	ēs	accpl	m	3
camēlus	camēl	us	nomsg	m	2
camēlī	camēl	ī	nompl	m	2
camēlī	camēl	ī	gensg	m	2
camēlōrum	camēl	ōrum	genpl	m	2
camēlum	camēl	um	accsg	m	2
camēlōs	camēl	ōs	accpl	m	2
campus	camp	us	nomsg	m	2
campī	camp	ī	nompl	m	2
campī	camp	ī	gensg	m	2
campōrum	camp	ōrum	genpl	m	2
campum	camp	um	accsg	m	2
campōs	camp	ōs	accpl	m	2
canis	can	is	nomsg	m	3
canēs	can	ēs	nompl	m	3
canis	can	is	gensg	m	3
canum	can	um	genpl	m	3
canem	can	em	accsg	m	3
canēs	can	ēs	accpl	m	3
canistrum	canistr	um	nomsg	n	2
canistra	canistr	a	nompl	n	2
canistrī	canistr	ī	gensg	n	2
canistrōrum	canistr	ōrum	genpl	n	2
canistrum	canistr	um	accsg	n	2
canistra	canistr	a	accpl	n	2
cannabis	cannab	is	nomsg	f	3
cannabēs	cannab	ēs	nompl	f	3
cannabis	cannab	is	gensg	f	3
cannabium	cannab	ium	genpl	f	3
cannabim	cannab	im	accsg	f	3
cannabīs	cannab	īs	accpl	f	3
canticum	cantic	um	nomsg	n	2
cantica	cantic	a	nompl	n	2
canticī	cantic	ī	gensg	n	2
canticōrum	cantic	ōrum	genpl	n	2
canticum	cantic	um	accsg	n	2
cantica	cantic	a	accpl	n	2
capillus	capill	us	nomsg	m	2
capillī	capill	ī	nompl	m	2
capillī	capill	ī	gensg	m	2
capillōrum	capill	ōrum	genpl	m	2
capillum	capill	um	accsg	m	2
capillōs	capill	ōs	accpl	m	2
capistrum	capistr	um	nomsg	n	2
capistra	capistr	a	nompl	n	2
capistrī	capistr	ī	gensg	n	2
capistrōrum	capistr	ōrum	genpl	n	2
capistrum	capistr	um	accsg	n	2
capistra	capistr	a	accpl	n	2
capra	capr	a	nomsg	f	1
caprae	capr	ae	nompl	f	1
caprae	capr	ae	gensg	f	1
caprārum	capr	ārum	genpl	f	1
capram	capr	am	accsg	f	1
caprās	capr	ās	accpl	f	1
caput	caput	NULL	nomsg	n	3
capita	capit	a	nompl	n	3
capitis	capit	is	gensg	n	3
capitum	capit	um	genpl	n	3
caput	caput	NULL	accsg	n	3
capita	capit	a	accpl	n	3
carbō	carbō	NULL	nomsg	m	3
carbōnēs	carbōn	ēs	nompl	m	3
carbōnis	carbōn	is	gensg	m	3
carbōnum	carbōn	um	genpl	m	3
carbōnem	carbōn	em	accsg	m	3
carbōnēs	carbōn	ēs	accpl	m	3
carcer	carcer	NULL	nomsg	m	3
carcerēs	carcer	ēs	nompl	m	3
carceris	carcer	is	gensg	m	3
carcerum	carcer	um	genpl	m	3
carcerem	carcer	em	accsg	m	3
carcerēs	carcer	ēs	accpl	m	3
carrus	carr	us	nomsg	m	2
carrī	carr	ī	nompl	m	2
carrī	carr	ī	gensg	m	2
carrōrum	carr	ōrum	genpl	m	2
carrum	carr	um	accsg	m	2
carrōs	carr	ōs	accpl	m	2
cāseus	cāse	us	nomsg	m	2
cāseī	cāse	ī	nompl	m	2
cāseī	cāse	ī	gensg	m	2
cāseōrum	cāse	ōrum	genpl	m	2
cāseum	cāse	um	accsg	m	2
cāseōs	cāse	ōs	accpl	m	2
castellum	castell	um	nomsg	n	2
castella	castell	a	nompl	n	2
castellī	castell	ī	gensg	n	2
castellōrum	castell	ōrum	genpl	n	2
castellum	castell	um	accsg	n	2
castella	castell	a	accpl	n	2
castra	castr	a	nompl	n	2
castrōrum	castr	ōrum	genpl	n	2
castra	castr	a	accpl	n	2
cāsus	cās	us	nomsg	m	4
cāsūs	cās	ūs	nompl	m	4
cāsūs	cās	ūs	gensg	m	4
cāsuum	cās	uum	genpl	m	4
cāsum	cās	um	accsg	m	4
cāsūs	cās	ūs	accpl	m	4
causa	caus	a	nomsg	f	1
causae	caus	ae	nompl	f	1
causae	caus	ae	gensg	f	1
causārum	caus	ārum	genpl	f	1
causam	caus	am	accsg	f	1
causās	caus	ās	accpl	f	1
cedrus	cedr	us	nomsg	f	2
cedrī	cedr	ī	nompl	f	2
cedrī	cedr	ī	gensg	f	2
cedrōrum	cedr	ōrum	genpl	f	2
cedrum	cedr	um	accsg	f	2
cedrōs	cedr	ōs	accpl	f	2
cēnsus	cēns	us	nomsg	m	4
cēnsūs	cēns	ūs	nompl	m	4
cēnsūs	cēns	ūs	gensg	m	4
cēnsuum	cēns	uum	genpl	m	4
cēnsum	cēns	um	accsg	m	4
cēnsūs	cēns	ūs	accpl	m	4
centuriō	centuri	ō	nomsg	mh	3
centuriōnēs	centuriōn	ēs	nompl	mh	3
centuriōnis	centuriōn	is	gensg	mh	3
centuriōnum	centuriōn	um	genpl	mh	3
centuriōnem	centuriōn	em	accsg	mh	3
centuriōnēs	centuriōn	ēs	accpl	mh	3
cerasus	ceras	us	nomsg	f	2
cerasī	ceras	ī	nompl	f	2
cerasī	ceras	ī	gensg	f	2
cerasōrum	ceras	ōrum	genpl	f	2
cerasum	ceras	um	accsg	f	2
cerasōs	ceras	ōs	accpl	f	2
chorus	chor	us	nomsg	m	2
chorī	chor	ī	nompl	m	2
chorī	chor	ī	gensg	m	2
chorōrum	chor	ōrum	genpl	m	2
chorum	chor	um	accsg	m	2
chorōs	chor	ōs	accpl	m	2
cicōnia	cicōni	a	nomsg	f	1
cicōniae	cicōni	ae	nompl	f	1
cicōniae	cicōni	ae	gensg	f	1
cicōniārum	cicōni	ārum	genpl	f	1
cicōniam	cicōni	am	accsg	f	1
cicōniās	cicōni	ās	accpl	f	1
cinis	cinis	NULL	nomsg	m	3
cinerēs	ciner	ēs	nompl	m	3
cineris	ciner	is	gensg	m	3
cinerum	ciner	um	genpl	m	3
cinerem	ciner	em	accsg	m	3
cinerēs	ciner	ēs	accpl	m	3
circuitus	circuit	us	nomsg	m	4
circuitūs	circuit	ūs	nompl	m	4
circuitūs	circuit	ūs	gensg	m	4
circuituum	circuit	uum	genpl	m	4
circuitum	circuit	um	accsg	m	4
circuitūs	circuit	ūs	accpl	m	4
circus	circ	us	nomsg	m	2
circī	circ	ī	nompl	m	2
circī	circ	ī	gensg	m	2
circōrum	circ	ōrum	genpl	m	2
circum	circ	um	accsg	m	2
circōs	circ	ōs	accpl	m	2
cīvitās	cīvitās	NULL	nomsg	f	3
cīvitātēs	cīvitāt	ēs	nompl	f	3
cīvitātis	cīvitāt	is	gensg	f	3
cīvitātum	cīvitāt	um	genpl	f	3
cīvitātem	cīvitāt	em	accsg	f	3
cīvitātēs	cīvitāt	ēs	accpl	f	3
clāmor	clām	or	nomsg	m	3
clāmōrēs	clāmōr	ēs	nompl	m	3
clāmōris	clāmōr	is	gensg	m	3
clāmōrum	clāmōr	um	genpl	m	3
clāmōrem	clāmōr	em	accsg	m	3
clāmōrēs	clāmōr	ēs	accpl	m	3
clangor	clangor	NULL	nomsg	m	3
clangōrēs	clangōr	ēs	nompl	m	3
clangōris	clangōr	is	gensg	m	3
clangōrum	clangōr	um	genpl	m	3
clangōrem	clangōr	em	accsg	m	3
clangōrēs	clangōr	ēs	accpl	m	3
coetus	coet	us	nomsg	m	4
coetūs	coet	ūs	nompl	m	4
coetūs	coet	ūs	gensg	m	4
coetuum	coet	uum	genpl	m	4
coetum	coet	um	accsg	m	4
coetūs	coet	ūs	accpl	m	4
cognātiō	cognātiō	NULL	nomsg	f	3
cognātiōnēs	cognātiōn	ēs	nompl	f	3
cognātiōnis	cognātiōn	is	gensg	f	3
cognātiōnum	cognātiōn	um	genpl	f	3
cognātiōnem	cognātiōn	em	accsg	f	3
cognātiōnēs	cognātiōn	ēs	accpl	f	3
collis	coll	is	nomsg	m	3
collēs	coll	ēs	nompl	m	3
collis	coll	is	gensg	m	3
collium	coll	ium	genpl	m	3
collem	coll	em	accsg	m	3
collīs	coll	īs	accpl	m	3
color	col	or	nomsg	m	3
colōrēs	colōr	ēs	nompl	m	3
colōris	colōr	is	gensg	m	3
colōrum	colōr	um	genpl	m	3
colōrem	colōr	em	accsg	m	3
colōrēs	colōr	ēs	accpl	m	3
columba	columb	a	nomsg	f	1
columbae	columb	ae	nompl	f	1
columbae	columb	ae	gensg	f	1
columbārum	columb	ārum	genpl	f	1
columbam	columb	am	accsg	f	1
columbās	columb	ās	accpl	f	1
columna	column	a	nomsg	f	1
columnae	column	ae	nompl	f	1
columnae	column	ae	gensg	f	1
columnārum	columnār	um	genpl	f	1
columnam	column	am	accsg	f	1
columnās	column	ās	accpl	f	1
commōtiō	commōt	iō	nomsg	f	3
commōtiōnēs	commōtiōn	ēs	nompl	f	3
commōtiōnis	commōtiōn	is	gensg	f	3
commōtiōnum	commōtiōn	um	genpl	f	3
commōtiōnem	commōtiōn	em	accsg	f	3
commōtiōnēs	commōtiōn	ēs	accpl	f	3
concilium	concil	ium	nomsg	n	2
concilia	concili	a	nompl	n	2
conciliī	concil	iī	gensg	n	2
conciliōrum	concil	iōrum	genpl	n	2
concilium	concil	ium	accsg	n	2
concilia	concili	a	accpl	n	2
coniuga	coniug	a	nomsg	fh	1
coniugai	coniug	ai	nompl	fh	1
coniugai	coniug	ai	gensg	fh	1
coniugārum	coniug	ārum	genpl	fh	1
coniugam	coniug	am	accsg	fh	1
coniugās	coniug	ās	accpl	fh	1
cōnspectus	cōnspect	us	nomsg	m	4
cōnspectūs	cōnspect	ūs	nompl	m	4
cōnspectūs	cōnspect	ūs	gensg	m	4
cōnspectuum	cōnspect	uum	genpl	m	4
cōnspectum	cōnspect	um	accsg	m	4
cōnspectūs	cōnspect	ūs	accpl	m	4
convictus	convict	us	nomsg	m	4
convictūs	convict	ūs	nompl	m	4
convictūs	convict	ūs	gensg	m	4
convictūm	convict	ūm	genpl	m	4
convictum	convict	um	accsg	m	4
convictūs	convict	ūs	accpl	m	4
cor	cor	NULL	nomsg	n	3
corda	cord	a	nompl	n	3
cordis	cord	is	gensg	n	3
cordium	cord	ium	genpl	n	3
cor	cor	NULL	accsg	n	3
corda	cord	a	accpl	n	3
cornū	corn	ū	nomsg	n	4
cornua	corn	ua	nompl	n	4
cornūs	corn	ūs	gensg	n	4
cornuum	corn	uum	genpl	n	4
cornū	corn	ū	accsg	n	4
cornua	corn	ua	accpl	n	4
corōna	corōn	a	nomsg	f	1
corōnae	corōn	ae	nompl	f	1
corōnae	corōn	ae	gensg	f	1
corōnārum	corōn	ārum	genpl	f	1
corōnam	corōn	am	accsg	f	1
corōnās	corōn	ās	accpl	f	1
corpus	corpus	NULL	nomsg	n	3
corpora	corpor	a	nompl	n	3
corporis	corpor	is	gensg	n	3
corporum	corpor	um	genpl	n	3
corpus	corpus	NULL	accsg	n	3
corpora	corpor	a	accpl	n	3
cortīna	cortīn	a	nomsg	f	1
cortīnae	cortīn	ae	nompl	f	1
cortīnae	cortīn	ae	gensg	f	1
cortīnārum	cortīn	ārum	genpl	f	1
cortīnam	cortīn	am	accsg	f	1
cortīnās	cortīn	ās	accpl	f	1
corvus	corv	us	nomsg	m	2
corvī	corv	ī	nompl	m	2
corvī	corv	ī	gensg	m	2
corvōrum	corv	ōrum	genpl	m	2
corvum	corv	um	accsg	m	2
corvōs	corv	ōs	accpl	m	2
costa	cost	a	nomsg	f	1
costae	cost	ae	nompl	f	1
costae	cost	ae	gensg	f	1
costārum	cost	ārum	genpl	f	1
costam	cost	am	accsg	f	1
costās	cost	ās	accpl	f	1
crātēr	crātēr	NULL	nomsg	m	3
crātērēs	crātēr	ēs	nompl	m	3
crātēris	crātēr	is	gensg	m	3
crātērum	crātēr	um	genpl	m	3
crātērem	crātēr	em	accsg	m	3
crātērēs	crātēr	ēs	accpl	m	3
crībrum	crībr	um	nomsg	n	2
crībra	crībr	a	nompl	n	2
crībrī	crībr	ī	gensg	n	2
crībrōrum	crībr	ōrum	genpl	n	2
crībrum	crībr	um	accsg	n	2
crībra	crībr	a	accpl	n	2
crīmen	crīmen	NULL	nomsg	n	3
crīmina	crīmin	a	nompl	n	3
crīminis	crīmin	is	gensg	n	3
crīminum	crīmin	um	genpl	n	3
crīmen	crīmen	NULL	accsg	n	3
crīmina	crīmin	a	accpl	n	3
crusta	crust	a	nomsg	f	1
crustae	crust	ae	nompl	f	1
crustae	crust	ae	gensg	f	1
crustārum	crust	ārum	genpl	f	1
crustam	crust	am	accsg	f	1
crustās	crust	ās	accpl	f	1
crux	crux	NULL	nomsg	f	3
crucēs	cruc	ēs	nompl	f	3
crucis	cruc	is	gensg	f	3
crucum	cruc	um	genpl	f	3
crucem	cruc	em	accsg	f	3
crucēs	cruc	ēs	accpl	f	3
cubiculum	cubicul	um	nomsg	n	2
cubicula	cubicul	a	nompl	n	2
cubiculī	cubicul	ī	gensg	n	2
cubiculōrum	cubicul	ōrum	genpl	n	2
cubiculum	cubicul	um	accsg	n	2
cubicula	cubicul	a	accpl	n	2
cucumis	cucum	is	nomsg	m	3
cucumerēs	cucumer	ēs	nompl	m	3
cucumeris	cucumer	is	gensg	m	3
cucumerum	cucumer	um	genpl	m	3
cucumerem	cucumer	em	accsg	m	3
cucumerēs	cucumer	ēs	accpl	m	3
cucurbita	cucurbit	a	nomsg	f	1
cucurbitae	cucurbit	ae	nompl	f	1
cucurbitae	cucurbit	ae	gensg	f	1
cucurbitārum	cucurbit	ārum	genpl	f	1
cucurbitam	cucurbit	am	accsg	f	1
cucurbitās	cucurbit	ās	accpl	f	1
culpa	culp	a	nomsg	f	1
culpae	culp	ae	nompl	f	1
culpae	culp	ae	gensg	f	1
culpārum	culp	ārum	genpl	f	1
culpam	culp	am	accsg	f	1
culpās	culp	ās	accpl	f	1
cultus	cult	us	nomsg	m	4
cultūs	cult	ūs	nompl	m	4
cultūs	cult	ūs	gensg	m	4
cultuum	cult	uum	genpl	m	4
cultum	cult	um	accsg	m	4
cultūs	cult	ūs	accpl	m	4
cuneus	cune	us	nomsg	m	2
cuneī	cune	ī	nompl	m	2
cuneī	cune	ī	gensg	m	2
cuneōrum	cune	ōrum	genpl	m	2
cuneum	cune	um	accsg	m	2
cuneōs	cune	ōs	accpl	m	2
cūra	cūr	a	nomsg	f	1
cūrae	cūr	ae	nompl	f	1
cūrae	cūr	ae	gensg	f	1
cūrārum	cūr	ārum	genpl	f	1
cūram	cūr	am	accsg	f	1
cūrās	cūr	ās	accpl	f	1
cursus	curs	us	nomsg	m	4
cursūs	curs	ūs	nompl	m	4
cursūs	curs	ūs	gensg	m	4
cursuum	curs	uum	genpl	m	4
cursum	curs	um	accsg	m	4
cursūs	curs	ūs	accpl	m	4
custōdia	custōdi	a	nomsg	f	1
custōdiae	custōdi	ae	nompl	f	1
custōdiae	custōdi	ae	gensg	f	1
custōdiārum	custōdi	ārum	genpl	f	1
custōdiam	custōdi	am	accsg	f	1
