Form	Root	Suffix	Case	Gender	Declension	Parent	English	Total	Prose	Poetry
conciliīs	concili	īs	Dat.Pl	n	2	concilium	plan, council, judgment, advice	657	608	49
concilium	concili	um	Acc.Sg	n	2	concilium	plan, council, judgment, advice	657	608	49
concilia	concili	a	Acc.Pl	n	2	concilium	plan, council, judgment, advice	657	608	49
conciliō	concili	ō	Abl.Sg	n	2	concilium	plan, council, judgment, advice	657	608	49
conciliīs	concili	īs	Abl.Pl	n	2	concilium	plan, council, judgment, advice	657	608	49
concilium	concili	um	Voc.Sg	n	2	concilium	plan, council, judgment, advice	657	608	49
concilia	concili	a	Voc.Pl	n	2	concilium	plan, council, judgment, advice	657	608	49
imperium	imperi	um	Nom.Sg	n	2	imperium	empire, state, realm, right, power	652	559	93
imperia	imperi	a	Nom.Pl	n	2	imperium	empire, state, realm, right, power	652	559	93
imperiī	imperi	ī	Gen.Sg	n	2	imperium	empire, state, realm, right, power	652	559	93
imperiōrum	imperi	ōrum	Gen.Pl	n	2	imperium	empire, state, realm, right, power	652	559	93
imperiō	imperi	ō	Dat.Sg	n	2	imperium	empire, state, realm, right, power	652	559	93
imperiīs	imperi	īs	Dat.Pl	n	2	imperium	empire, state, realm, right, power	652	559	93
imperium	imperi	um	Acc.Sg	n	2	imperium	empire, state, realm, right, power	652	559	93
imperia	imperi	a	Acc.Pl	n	2	imperium	empire, state, realm, right, power	652	559	93
imperiō	imperi	ō	Abl.Sg	n	2	imperium	empire, state, realm, right, power	652	559	93
imperiīs	imperi	īs	Abl.Pl	n	2	imperium	empire, state, realm, right, power	652	559	93
imperium	imperi	um	Voc.Sg	n	2	imperium	empire, state, realm, right, power	652	559	93
imperia	imperi	a	Voc.Pl	n	2	imperium	empire, state, realm, right, power	652	559	93
annus	ann	us	Nom.Sg	m	2	annus	year	650	485	165
annī	ann	ī	Nom.Pl	m	2	annus	year	650	485	165
annī	ann	ī	Gen.Sg	m	2	annus	year	650	485	165
annōrum	ann	ōrum	Gen.Pl	m	2	annus	year	650	485	165
annō	ann	ō	Dat.Sg	m	2	annus	year	650	485	165
annīs	ann	īs	Dat.Pl	m	2	annus	year	650	485	165
annum	ann	um	Acc.Sg	m	2	annus	year	650	485	165
annōs	ann	ōs	Acc.Pl	m	2	annus	year	650	485	165
annō	ann	ō	Abl.Sg	m	2	annus	year	650	485	165
annīs	ann	īs	Abl.Pl	m	2	annus	year	650	485	165
anne	ann	e	Voc.Sg	m	2	annus	year	650	485	165
annī	ann	ī	Voc.Pl	m	2	annus	year	650	485	165
-	N/A	N/A	Nom.Sg	n	2	castra	camp, military service	635	586	49
castra	castr	a	Nom.Pl	n	2	castra	camp, military service	635	586	49
-	N/A	N/A	Gen.Sg	n	2	castra	camp, military service	635	586	49
castrōrum	castr	ōrum	Gen.Pl	n	2	castra	camp, military service	635	586	49
-	N/A	N/A	Dat.Sg	n	2	castra	camp, military service	635	586	49
castrīs	castr	īs	Dat.Pl	n	2	castra	camp, military service	635	586	49
-	N/A	N/A	Acc.Sg	n	2	castra	camp, military service	635	586	49
castra	castr	a	Acc.Pl	n	2	castra	camp, military service	635	586	49
-	N/A	N/A	Abl.Sg	n	2	castra	camp, military service	635	586	49
castrīs	castr	īs	Abl.Pl	n	2	castra	camp, military service	635	586	49
-	N/A	N/A	Voc.Sg	n	2	castra	camp, military service	635	586	49
castra	castr	a	Voc.Pl	n	2	castra	camp, military service	635	586	49
mōs	mōs	NULL	Nom.Sg	m	3	mos	custom, usage, rule	635	502	133
mōrēs	mōr	ēs	Nom.Pl	m	3	mos	custom, usage, rule	635	502	133
mōris	mōr	is	Gen.Sg	m	3	mos	custom, usage, rule	635	502	133
mōrum	mōr	um	Gen.Pl	m	3	mos	custom, usage, rule	635	502	133
mōrī	mōr	ī	Dat.Sg	m	3	mos	custom, usage, rule	635	502	133
mōribus	mōr	ibus	Dat.Pl	m	3	mos	custom, usage, rule	635	502	133
mōrem	mōr	em	Acc.Sg	m	3	mos	custom, usage, rule	635	502	133
mōrēs	mōr	ēs	Acc.Pl	m	3	mos	custom, usage, rule	635	502	133
mōre	mōr	e	Abl.Sg	m	3	mos	custom, usage, rule	635	502	133
mōribus	mōr	ibus	Abl.Pl	m	3	mos	custom, usage, rule	635	502	133
mōs	mōs	NULL	Voc.Sg	m	3	mos	custom, usage, rule	635	502	133
mōrēs	mōr	ēs	Voc.Pl	m	3	mos	custom, usage, rule	635	502	133
modus	mod	us	Nom.Sg	m	2	modus	measure, manner	634	523	111
modī	mod	ī	Nom.Pl	m	2	modus	measure, manner	634	523	111
modī	mod	ī	Gen.Sg	m	2	modus	measure, manner	634	523	111
modōrum	mod	ōrum	Gen.Pl	m	2	modus	measure, manner	634	523	111
modō	mod	ō	Dat.Sg	m	2	modus	measure, manner	634	523	111
modīs	mod	īs	Dat.Pl	m	2	modus	measure, manner	634	523	111
modum	mod	um	Acc.Sg	m	2	modus	measure, manner	634	523	111
modōs	mod	ōs	Acc.Pl	m	2	modus	measure, manner	634	523	111
modō	mod	ō	Abl.Sg	m	2	modus	measure, manner	634	523	111
modīs	mod	īs	Abl.Pl	m	2	modus	measure, manner	634	523	111
mode	mod	e	Voc.Sg	m	2	modus	measure, manner	634	523	111
modī	mod	ī	Voc.Pl	m	2	modus	measure, manner	634	523	111
nox	nox	NULL	Nom.Sg	f	3	nox	night	622	316	306
noctēs	noct	ēs	Nom.Pl	f	3	nox	night	622	316	306
noctis	noct	is	Gen.Sg	f	3	nox	night	622	316	306
noctium	noct	ium	Gen.Pl	f	3	nox	night	622	316	306
noctī	noct	ī	Dat.Sg	f	3	nox	night	622	316	306
noctibus	noct	ibus	Dat.Pl	f	3	nox	night	622	316	306
noctem	noct	em	Acc.Sg	f	3	nox	night	622	316	306
noctēs	noct	ēs	Acc.Pl	f	3	nox	night	622	316	306
nocte	noct	e	Abl.Sg	f	3	nox	night	622	316	306
noctibus	noct	ibus	Abl.Pl	f	3	nox	night	622	316	306
nox	nox	NULL	Voc.Sg	f	3	nox	night	622	316	306
noctēs	noct	ēs	Voc.Pl	f	3	nox	night	622	316	306
genus	genus	NULL	Nom.Sg	n	3	genus	birth, origin, kind, type	613	430	183
genera	gener	a	Nom.Pl	n	3	genus	birth, origin, kind, type	613	430	183
generis	gener	is	Gen.Sg	n	3	genus	birth, origin, kind, type	613	430	183
generum	gener	um	Gen.Pl	n	3	genus	birth, origin, kind, type	613	430	183
generī	gener	ī	Dat.Sg	n	3	genus	birth, origin, kind, type	613	430	183
generibus	gener	ibus	Dat.Pl	n	3	genus	birth, origin, kind, type	613	430	183
genus	genus	NULL	Acc.Sg	n	3	genus	birth, origin, kind, type	613	430	183
genera	gener	a	Acc.Pl	n	3	genus	birth, origin, kind, type	613	430	183
genere	gener	e	Abl.Sg	n	3	genus	birth, origin, kind, type	613	430	183
generibus	gener	ibus	Abl.Pl	n	3	genus	birth, origin, kind, type	613	430	183
genus	genus	NULL	Voc.Sg	n	3	genus	birth, origin, kind, type	613	430	183
genera	gener	a	Voc.Pl	n	3	genus	birth, origin, kind, type	613	430	183
caput	caput	NULL	Nom.Sg	n	3	caput	head	607	307	300
capita	capit	a	Nom.Pl	n	3	caput	head	607	307	300
capitis	capit	is	Gen.Sg	n	3	caput	head	607	307	300
capitum	capit	um	Gen.Pl	n	3	caput	head	607	307	300
capitī	capit	ī	Dat.Sg	n	3	caput	head	607	307	300
capitibus	capit	ibus	Dat.Pl	n	3	caput	head	607	307	300
caput	caput	NULL	Acc.Sg	n	3	caput	head	607	307	300
capita	capit	a	Acc.Pl	n	3	caput	head	607	307	300
capite	capit	e	Abl.Sg	n	3	caput	head	607	307	300
capitibus	capit	ibus	Abl.Pl	n	3	caput	head	607	307	300
caput	caput	NULL	Voc.Sg	n	3	caput	head	607	307	300
capita	capit	a	Voc.Pl	n	3	caput	head	607	307	300
rēgnum	rēgn	um	Nom.Sg	n	2	regnum	royal power, kingdom, royalty	607	298	309
rēgna	rēgn	a	Nom.Pl	n	2	regnum	royal power, kingdom, royalty	607	298	309
rēgnī	rēgn	ī	Gen.Sg	n	2	regnum	royal power, kingdom, royalty	607	298	309
rēgnōrum	rēgn	ōrum	Gen.Pl	n	2	regnum	royal power, kingdom, royalty	607	298	309
rēgnō	rēgn	ō	Dat.Sg	n	2	regnum	royal power, kingdom, royalty	607	298	309
rēgnīs	rēgn	īs	Dat.Pl	n	2	regnum	royal power, kingdom, royalty	607	298	309
rēgnum	rēgn	um	Acc.Sg	n	2	regnum	royal power, kingdom, royalty	607	298	309
rēgna	rēgn	a	Acc.Pl	n	2	regnum	royal power, kingdom, royalty	607	298	309
rēgnō	rēgn	ō	Abl.Sg	n	2	regnum	royal power, kingdom, royalty	607	298	309
rēgnīs	rēgn	īs	Abl.Pl	n	2	regnum	royal power, kingdom, royalty	607	298	309
rēgnum	rēgn	um	Voc.Sg	n	2	regnum	royal power, kingdom, royalty	607	298	309
rēgna	rēgn	a	Voc.Pl	n	2	regnum	royal power, kingdom, royalty	607	298	309
ratiō	ratiō	NULL	Nom.Sg	f	3	ratio	reason, explanation, calculation	594	563	31
ratiōnēs	ratiōn	ēs	Nom.Pl	f	3	ratio	reason, explanation, calculation	594	563	31
ratiōnis	ratiōn	is	Gen.Sg	f	3	ratio	reason, explanation, calculation	594	563	31
ratiōnum	ratiōn	um	Gen.Pl	f	3	ratio	reason, explanation, calculation	594	563	31
ratiōnī	ratiōn	ī	Dat.Sg	f	3	ratio	reason, explanation, calculation	594	563	31
ratiōnibus	ratiōn	ibus	Dat.Pl	f	3	ratio	reason, explanation, calculation	594	563	31
ratiōnem	ratiōn	em	Acc.Sg	f	3	ratio	reason, explanation, calculation	594	563	31
ratiōnēs	ratiōn	ēs	Acc.Pl	f	3	ratio	reason, explanation, calculation	594	563	31
ratiōne	ratiōn	e	Abl.Sg	f	3	ratio	reason, explanation, calculation	594	563	31
ratiōnibus	ratiōn	ibus	Abl.Pl	f	3	ratio	reason, explanation, calculation	594	563	31
ratiō	ratiō	NULL	Voc.Sg	f	3	ratio	reason, explanation, calculation	594	563	31
ratiōnēs	ratiōn	ēs	Voc.Pl	f	3	ratio	reason, explanation, calculation	594	563	31
īra	īr	a	Nom.Sg	f	1	ira	anger	585	434	151
īrae	īr	ae	Nom.Pl	f	1	ira	anger	585	434	151
īrae	īr	ae	Gen.Sg	f	1	ira	anger	585	434	151
īrārum	īr	ārum	Gen.Pl	f	1	ira	anger	585	434	151
īrae	īr	ae	Dat.Sg	f	1	ira	anger	585	434	151
īrīs	īr	īs	Dat.Pl	f	1	ira	anger	585	434	151
īram	īr	am	Acc.Sg	f	1	ira	anger	585	434	151
īrās	īr	ās	Acc.Pl	f	1	ira	anger	585	434	151
īrā	īr	ā	Abl.Sg	f	1	ira	anger	585	434	151
īrīs	īr	īs	Abl.Pl	f	1	ira	anger	585	434	151
īra	īr	a	Voc.Sg	f	1	ira	anger	585	434	151
īrae	īr	ae	Voc.Pl	f	1	ira	anger	585	434	151
fidēs	fid	ēs	Nom.Sg	f	5	fides	faith	581	423	158
fidēs	fid	ēs	Nom.Pl	f	5	fides	faith	581	423	158
fideī	fid	eī	Gen.Sg	f	5	fides	faith	581	423	158
fidērum	fid	ērum	Gen.Pl	f	5	fides	faith	581	423	158
fideī	fid	eī	Dat.Sg	f	5	fides	faith	581	423	158
fidēbus	fid	ēbus	Dat.Pl	f	5	fides	faith	581	423	158
fidem	fid	em	Acc.Sg	f	5	fides	faith	581	423	158
fidēs	fid	ēs	Acc.Pl	f	5	fides	faith	581	423	158
fidē	fid	ē	Abl.Sg	f	5	fides	faith	581	423	158
fidēbus	fid	ēbus	Abl.Pl	f	5	fides	faith	581	423	158
fidēs	fid	ēs	Voc.Sg	f	5	fides	faith	581	423	158
fidēs	fid	ēs	Voc.Pl	f	5	fides	faith	581	423	158
gēns	gēns	NULL	Nom.Sg	f	3	gens	tribe, people, family	577	429	148
gentēs	gent	ēs	Nom.Pl	f	3	gens	tribe, people, family	577	429	148
gentis	gent	is	Gen.Sg	f	3	gens	tribe, people, family	577	429	148
gentium	gent	ium	Gen.Pl	f	3	gens	tribe, people, family	577	429	148
gentī	gent	ī	Dat.Sg	f	3	gens	tribe, people, family	577	429	148
gentibus	gent	ibus	Dat.Pl	f	3	gens	tribe, people, family	577	429	148
gentem	gent	em	Acc.Sg	f	3	gens	tribe, people, family	577	429	148
gentēs	gent	ēs	Acc.Pl	f	3	gens	tribe, people, family	577	429	148
gente	gent	e	Abl.Sg	f	3	gens	tribe, people, family	577	429	148
gentibus	gent	ibus	Abl.Pl	f	3	gens	tribe, people, family	577	429	148
gēns	gēns	NULL	Voc.Sg	f	3	gens	tribe, people, family	577	429	148
gentēs	gent	ēs	Voc.Pl	f	3	gens	tribe, people, family	577	429	148
vōx	vōx	NULL	Nom.Sg	f	3	vox	voice	568	358	210
vōcēs	vōc	ēs	Nom.Pl	f	3	vox	voice	568	358	210
vōcis	vōc	is	Gen.Sg	f	3	vox	voice	568	358	210
vōcum	vōc	um	Gen.Pl	f	3	vox	voice	568	358	210
vōcī	vōc	ī	Dat.Sg	f	3	vox	voice	568	358	210
vōcibus	vōc	ibus	Dat.Pl	f	3	vox	voice	568	358	210
vōcem	vōc	em	Acc.Sg	f	3	vox	voice	568	358	210
vōcēs	vōc	ēs	Acc.Pl	f	3	vox	voice	568	358	210
vōce	vōc	e	Abl.Sg	f	3	vox	voice	568	358	210
vōcibus	vōc	ibus	Abl.Pl	f	3	vox	voice	568	358	210
vōx	vōx	NULL	Voc.Sg	f	3	vox	voice	568	358	210
vōcēs	vōc	ēs	Voc.Pl	f	3	vox	voice	568	358	210
caelum	cael	um	Nom.Sg	n	2	caelum	sky	565	202	363
caela	cael	a	Nom.Pl	n	2	caelum	sky	565	202	363
caelī	cael	ī	Gen.Sg	n	2	caelum	sky	565	202	363
caelōrum	cael	ōrum	Gen.Pl	n	2	caelum	sky	565	202	363
caelō	cael	ō	Dat.Sg	n	2	caelum	sky	565	202	363
caelīs	cael	īs	Dat.Pl	n	2	caelum	sky	565	202	363
caelum	cael	um	Acc.Sg	n	2	caelum	sky	565	202	363
caela	cael	a	Acc.Pl	n	2	caelum	sky	565	202	363
caelō	cael	ō	Abl.Sg	n	2	caelum	sky	565	202	363
caelīs	cael	īs	Abl.Pl	n	2	caelum	sky	565	202	363
caelum	cael	um	Voc.Sg	n	2	caelum	sky	565	202	363
caela	cael	a	Voc.Pl	n	2	caelum	sky	565	202	363
amīcus	amīc	us	Nom.Sg	m	2	amicus	friend	564	470	94
amīcī	amīc	ī	Nom.Pl	m	2	amicus	friend	564	470	94
amīcī	amīc	ī	Gen.Sg	m	2	amicus	friend	564	470	94
amīcōrum	amīc	ōrum	Gen.Pl	m	2	amicus	friend	564	470	94
amīcō	amīc	ō	Dat.Sg	m	2	amicus	friend	564	470	94
amīcīs	amīc	īs	Dat.Pl	m	2	amicus	friend	564	470	94
amīcum	amīc	um	Acc.Sg	m	2	amicus	friend	564	470	94
amīcōs	amīc	ōs	Acc.Pl	m	2	amicus	friend	564	470	94
amīcō	amīc	ō	Abl.Sg	m	2	amicus	friend	564	470	94
amīcīs	amīc	īs	Abl.Pl	m	2	amicus	friend	564	470	94
amīce	amīc	e	Voc.Sg	m	2	amicus	friend	564	470	94
amīcī	amīc	ī	Voc.Pl	m	2	amicus	friend	564	470	94
amīca	amīc	a	Nom.Sg	f	1	amica	friend	564	470	94
amīcae	amīc	ae	Nom.Pl	f	1	amica	friend	564	470	94
amīcae	amīc	ae	Gen.Sg	f	1	amica	friend	564	470	94
amīcārum	amīc	ārum	Gen.Pl	f	1	amica	friend	564	470	94
amīcae	amīc	ae	Dat.Sg	f	1	amica	friend	564	470	94
amīcīs	amīc	īs	Dat.Pl	f	1	amica	friend	564	470	94
amīcam	amīc	am	Acc.Sg	f	1	amica	friend	564	470	94
amīcās	amīc	ās	Acc.Pl	f	1	amica	friend	564	470	94
amīcā	amīc	ā	Abl.Sg	f	1	amica	friend	564	470	94
amīcīs	amīc	īs	Abl.Pl	f	1	amica	friend	564	470	94
amīca	amīc	a	Voc.Sg	f	1	amica	friend	564	470	94
amīcae	amīc	ae	Voc.Pl	f	1	amica	friend	564	470	94
perīculum	perīcul	um	Nom.Sg	n	2	periculum	trial, risk, ruin	559	517	42
perīcula	perīcul	a	Nom.Pl	n	2	periculum	trial, risk, ruin	559	517	42
perīculī	perīcul	ī	Gen.Sg	n	2	periculum	trial, risk, ruin	559	517	42
perīculōrum	perīcul	ōrum	Gen.Pl	n	2	periculum	trial, risk, ruin	559	517	42
perīculō	perīcul	ō	Dat.Sg	n	2	periculum	trial, risk, ruin	559	517	42
perīculīs	perīcul	īs	Dat.Pl	n	2	periculum	trial, risk, ruin	559	517	42
perīculum	perīcul	um	Acc.Sg	n	2	periculum	trial, risk, ruin	559	517	42
perīcula	perīcul	a	Acc.Pl	n	2	periculum	trial, risk, ruin	559	517	42
perīculō	perīcul	ō	Abl.Sg	n	2	periculum	trial, risk, ruin	559	517	42
perīculīs	perīcul	īs	Abl.Pl	n	2	periculum	trial, risk, ruin	559	517	42
perīculum	perīcul	um	Voc.Sg	n	2	periculum	trial, risk, ruin	559	517	42
perīcula	perīcul	a	Voc.Pl	n	2	periculum	trial, risk, ruin	559	517	42
spēs	sp	ēs	Nom.Sg	f	5	spes	hope	557	475	82
spēs	sp	ēs	Nom.Pl	f	5	spes	hope	557	475	82
speī	sp	eī	Gen.Sg	f	5	spes	hope	557	475	82
spērum	sp	ērum	Gen.Pl	f	5	spes	hope	557	475	82
speī	sp	eī	Dat.Sg	f	5	spes	hope	557	475	82
spēbus	sp	ēbus	Dat.Pl	f	5	spes	hope	557	475	82
spem	sp	em	Acc.Sg	f	5	spes	hope	557	475	82
spēs	sp	ēs	Acc.Pl	f	5	spes	hope	557	475	82
spē	sp	ē	Abl.Sg	f	5	spes	hope	557	475	82
spēbus	sp	ēbus	Abl.Pl	f	5	spes	hope	557	475	82
spēs	sp	ēs	Voc.Sg	f	5	spes	hope	557	475	82
spēs	sp	ēs	Voc.Pl	f	5	spes	hope	557	475	82
verbum	verb	um	Nom.Sg	n	2	verbum	word	549	378	171
verba	verb	a	Nom.Pl	n	2	verbum	word	549	378	171
verbī	verb	ī	Gen.Sg	n	2	verbum	word	549	378	171
verbōrum	verb	ōrum	Gen.Pl	n	2	verbum	word	549	378	171
verbō	verb	ō	Dat.Sg	n	2	verbum	word	549	378	171
verbīs	verb	īs	Dat.Pl	n	2	verbum	word	549	378	171
verbum	verb	um	Acc.Sg	n	2	verbum	word	549	378	171
verba	verb	a	Acc.Pl	n	2	verbum	word	549	378	171
verbō	verb	ō	Abl.Sg	n	2	verbum	word	549	378	171
verbīs	verb	īs	Abl.Pl	n	2	verbum	word	549	378	171
verbum	verb	um	Voc.Sg	n	2	verbum	word	549	378	171
verba	verb	a	Voc.Pl	n	2	verbum	word	549	378	171
metus	met	us	Nom.Sg	m	4	metus	fear, dread	548	430	118
metūs	met	ūs	Nom.Pl	m	4	metus	fear, dread	548	430	118
metūs	met	ūs	Gen.Sg	m	4	metus	fear, dread	548	430	118
metuum	met	uum	Gen.Pl	m	4	metus	fear, dread	548	430	118
metuī	met	uī	Dat.Sg	m	4	metus	fear, dread	548	430	118
metibus	met	ibus	Dat.Pl	m	4	metus	fear, dread	548	430	118
metum	met	um	Acc.Sg	m	4	metus	fear, dread	548	430	118
metūs	met	ūs	Acc.Pl	m	4	metus	fear, dread	548	430	118
metū	met	ū	Abl.Sg	m	4	metus	fear, dread	548	430	118
metibus	met	ibus	Abl.Pl	m	4	metus	fear, dread	548	430	118
metus	met	us	Voc.Sg	m	4	metus	fear, dread	548	430	118
metūs	met	ūs	Voc.Pl	m	4	metus	fear, dread	548	430	118
māter	māter	NULL	Nom.Sg	fh	3	mater	mother	544	220	324
mātrēs	mātr	ēs	Nom.Pl	fh	3	mater	mother	544	220	324
mātris	mātr	is	Gen.Sg	fh	3	mater	mother	544	220	324
mātrum	mātr	um	Gen.Pl	fh	3	mater	mother	544	220	324
mātrī	mātr	ī	Dat.Sg	fh	3	mater	mother	544	220	324
mātribus	mātr	ibus	Dat.Pl	fh	3	mater	mother	544	220	324
mātrem	mātr	em	Acc.Sg	fh	3	mater	mother	544	220	324
mātrēs	mātr	ēs	Acc.Pl	fh	3	mater	mother	544	220	324
mātre	mātr	e	Abl.Sg	fh	3	mater	mother	544	220	324
mātribus	mātr	ibus	Abl.Pl	fh	3	mater	mother	544	220	324
māter	māter	NULL	Voc.Sg	fh	3	mater	mother	544	220	324
mātrēs	mātr	ēs	Voc.Pl	fh	3	mater	mother	544	220	324
dolor	dolor	NULL	Nom.Sg	m	3	dolor	pain	540	371	169
dolōrēs	dolōr	ēs	Nom.Pl	m	3	dolor	pain	540	371	169
dolōris	dolōr	is	Gen.Sg	m	3	dolor	pain	540	371	169
dolōrum	dolōr	um	Gen.Pl	m	3	dolor	pain	540	371	169
dolōrī	dolōr	ī	Dat.Sg	m	3	dolor	pain	540	371	169
dolōribus	dolōr	ibus	Dat.Pl	m	3	dolor	pain	540	371	169
dolōrem	dolōr	em	Acc.Sg	m	3	dolor	pain	540	371	169
dolōrēs	dolōr	ēs	Acc.Pl	m	3	dolor	pain	540	371	169
dolōre	dolōr	e	Abl.Sg	m	3	dolor	pain	540	371	169
dolōribus	dolōr	ibus	Abl.Pl	m	3	dolor	pain	540	371	169
dolor	dolor	NULL	Voc.Sg	m	3	dolor	pain	540	371	169
dolōrēs	dolōr	ēs	Voc.Pl	m	3	dolor	pain	540	371	169
amor	amor	NULL	Nom.Sg	m	3	amor	love	539	158	381
amōrēs	amōr	ēs	Nom.Pl	m	3	amor	love	539	158	381
amōris	amōr	is	Gen.Sg	m	3	amor	love	539	158	381
amōrum	amōr	um	Gen.Pl	m	3	amor	love	539	158	381
amōrī	amōr	ī	Dat.Sg	m	3	amor	love	539	158	381
amōribus	amōr	ibus	Dat.Pl	m	3	amor	love	539	158	381
amōrem	amōr	em	Acc.Sg	m	3	amor	love	539	158	381
amōrēs	amōr	ēs	Acc.Pl	m	3	amor	love	539	158	381
amōre	amōr	e	Abl.Sg	m	3	amor	love	539	158	381
amōribus	amōr	ibus	Abl.Pl	m	3	amor	love	539	158	381
amor	amor	NULL	Voc.Sg	m	3	amor	love	539	158	381
amōrēs	amōr	ēs	Voc.Pl	m	3	amor	love	539	158	381
mēns	mēns	NULL	Nom.Sg	f	3	mens	mind	538	324	214
mentēs	ment	ēs	Nom.Pl	f	3	mens	mind	538	324	214
mentis	ment	is	Gen.Sg	f	3	mens	mind	538	324	214
mentium	ment	ium	Gen.Pl	f	3	mens	mind	538	324	214
mentī	ment	ī	Dat.Sg	f	3	mens	mind	538	324	214
mentibus	ment	ibus	Dat.Pl	f	3	mens	mind	538	324	214
mentem	ment	em	Acc.Sg	f	3	mens	mind	538	324	214
mentēs	ment	ēs	Acc.Pl	f	3	mens	mind	538	324	214
mente	ment	e	Abl.Sg	f	3	mens	mind	538	324	214
mentibus	ment	ibus	Abl.Pl	f	3	mens	mind	538	324	214
mēns	mēns	NULL	Voc.Sg	f	3	mens	mind	538	324	214
mentēs	ment	ēs	Voc.Pl	f	3	mens	mind	538	324	214
iter	iter	NULL	Nom.Sg	n	3	iter	route, journey	532	433	99
itinera	itiner	a	Nom.Pl	n	3	iter	route, journey	532	433	99
itineris	itiner	is	Gen.Sg	n	3	iter	route, journey	532	433	99
itinerum	itiner	um	Gen.Pl	n	3	iter	route, journey	532	433	99
itinerī	itiner	ī	Dat.Sg	n	3	iter	route, journey	532	433	99
itineribus	itiner	ibus	Dat.Pl	n	3	iter	route, journey	532	433	99
iter	iter	NULL	Acc.Sg	n	3	iter	route, journey	532	433	99
itinera	itiner	a	Acc.Pl	n	3	iter	route, journey	532	433	99
itinere	itiner	e	Abl.Sg	n	3	iter	route, journey	532	433	99
itineribus	itiner	ibus	Abl.Pl	n	3	iter	route, journey	532	433	99
iter	iter	NULL	Voc.Sg	n	3	iter	route, journey	532	433	99
itinera	itiner	a	Voc.Pl	n	3	iter	route, journey	532	433	99
scelus	scelus	NULL	Nom.Sg	n	3	scelus	crime, criminal, villain	531	281	250
scelera	sceler	a	Nom.Pl	n	3	scelus	crime, criminal, villain	531	281	250
sceleris	sceler	is	Gen.Sg	n	3	scelus	crime, criminal, villain	531	281	250
scelerum	sceler	um	Gen.Pl	n	3	scelus	crime, criminal, villain	531	281	250
scelerī	sceler	ī	Dat.Sg	n	3	scelus	crime, criminal, villain	531	281	250
sceleribus	sceler	ibus	Dat.Pl	n	3	scelus	crime, criminal, villain	531	281	250
scelus	scelus	NULL	Acc.Sg	n	3	scelus	crime, criminal, villain	531	281	250
scelera	sceler	a	Acc.Pl	n	3	scelus	crime, criminal, villain	531	281	250
scelere	sceler	e	Abl.Sg	n	3	scelus	crime, criminal, villain	531	281	250
sceleribus	sceler	ibus	Abl.Pl	n	3	scelus	crime, criminal, villain	531	281	250
scelus	scelus	NULL	Voc.Sg	n	3	scelus	crime, criminal, villain	531	281	250
scelera	sceler	a	Voc.Pl	n	3	scelus	crime, criminal, villain	531	281	250
fīnis	fīn	is	Nom.Sg	m	3	finis	end, limit, border	529	436	93
fīnēs	fīn	ēs	Nom.Pl	m	3	finis	end, limit, border	529	436	93
fīnis	fīn	is	Gen.Sg	m	3	finis	end, limit, border	529	436	93
fīnium	fīn	ium	Gen.Pl	m	3	finis	end, limit, border	529	436	93
fīnī	fīn	ī	Dat.Sg	m	3	finis	end, limit, border	529	436	93
fīnibus	fīn	ibus	Dat.Pl	m	3	finis	end, limit, border	529	436	93
fīnem	fīn	em	Acc.Sg	m	3	finis	end, limit, border	529	436	93
fīnēs	fīn	ēs	Acc.Pl	m	3	finis	end, limit, border	529	436	93
fīne	fīn	e	Abl.Sg	m	3	finis	end, limit, border	529	436	93
fīnibus	fīn	ibus	Abl.Pl	m	3	finis	end, limit, border	529	436	93
fīnis	fīn	is	Voc.Sg	m	3	finis	end, limit, border	529	436	93
fīnēs	fīn	ēs	Voc.Pl	m	3	finis	end, limit, border	529	436	93
eques	eques	NULL	Nom.Sg	mh	3	eques	horseman, rider, knight	526	500	26
equitēs	equit	ēs	Nom.Pl	mh	3	eques	horseman, rider, knight	526	500	26
equitis	equit	is	Gen.Sg	mh	3	eques	horseman, rider, knight	526	500	26
equitum	equit	um	Gen.Pl	mh	3	eques	horseman, rider, knight	526	500	26
equitī	equit	ī	Dat.Sg	mh	3	eques	horseman, rider, knight	526	500	26
equitibus	equit	ibus	Dat.Pl	mh	3	eques	horseman, rider, knight	526	500	26
equitem	equit	em	Acc.Sg	mh	3	eques	horseman, rider, knight	526	500	26
equitēs	equit	ēs	Acc.Pl	mh	3	eques	horseman, rider, knight	526	500	26
equite	equit	e	Abl.Sg	mh	3	eques	horseman, rider, knight	526	500	26
equitibus	equit	ibus	Abl.Pl	mh	3	eques	horseman, rider, knight	526	500	26
eques	eques	NULL	Voc.Sg	mh	3	eques	horseman, rider, knight	526	500	26
equitēs	equit	ēs	Voc.Pl	mh	3	eques	horseman, rider, knight	526	500	26
prīnceps	prīnceps	NULL	Nom.Sg	mh	3	princeps	leader, head, chief	516	503	13
prīncipēs	prīncip	ēs	Nom.Pl	mh	3	princeps	leader, head, chief	516	503	13
prīncipis	prīncip	is	Gen.Sg	mh	3	princeps	leader, head, chief	516	503	13
prīncipum	prīncip	um	Gen.Pl	mh	3	princeps	leader, head, chief	516	503	13
prīncipī	prīncip	ī	Dat.Sg	mh	3	princeps	leader, head, chief	516	503	13
prīncipibus	prīncip	ibus	Dat.Pl	mh	3	princeps	leader, head, chief	516	503	13
prīncipem	prīncip	em	Acc.Sg	mh	3	princeps	leader, head, chief	516	503	13
